user_id,day_of_week,meal_name,food_id,target_quantity
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),832f8783-ce8f-468d-a2cf-09ff1f1cbabd,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),d380fb00-a56c-4f59-965a-b22c8587c7b0,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),3dbb275b-2540-44a5-a4f3-415906d07f55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 1 (PRE),abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,INTRA,4e7ce92d-5a8e-4d57-99b0-b8a529b2d9a3,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,INTRA,5bd96d87-9b6a-477e-b900-0668fc23dd80,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,INTRA,af90d126-2067-4c6a-94a9-41d36c09937e,5.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 2 (POST),244485cb-905c-4091-8731-44e60290d197,80.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 2 (POST),435b2c61-ea51-4168-b33e-80c213a4acd8,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 2 (POST),2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 2 (POST),1c374856-8681-442a-b970-8ed06be6fc77,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 3,23cdbe51-1945-4e62-ad70-ee807f8f4e4d,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 4,6b36a9ff-7c33-46c7-94bb-17d1196928f6,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 4,11c9b932-e72c-4ceb-b63c-1e57d260709c,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 5,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,LUN,MEAL 5,ed8d992c-f21b-4178-a761-67e8873d6cb7,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),b4deac89-0f89-4119-86d8-55dd5fddb8c8,3.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),d380fb00-a56c-4f59-965a-b22c8587c7b0,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),46002afb-4363-449d-b0ca-7a66b73f865a,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 1 (PRE),abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,INTRA,4e7ce92d-5a8e-4d57-99b0-b8a529b2d9a3,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,INTRA,5bd96d87-9b6a-477e-b900-0668fc23dd80,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,INTRA,af90d126-2067-4c6a-94a9-41d36c09937e,5.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 2 (POST),cf2591c2-39ff-46f5-8ee8-da996e47489f,80.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 2 (POST),435b2c61-ea51-4168-b33e-80c213a4acd8,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 2 (POST),2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 2 (POST),1c374856-8681-442a-b970-8ed06be6fc77,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 3,46002afb-4363-449d-b0ca-7a66b73f865a,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 4,435b2c61-ea51-4168-b33e-80c213a4acd8,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 4,11c9b932-e72c-4ceb-b63c-1e57d260709c,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 5,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MAR,MEAL 5,ed8d992c-f21b-4178-a761-67e8873d6cb7,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),832f8783-ce8f-468d-a2cf-09ff1f1cbabd,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),e87edafa-0b0c-4163-8d41-854d808f748c,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),bd0cbee7-9116-4237-85b3-d36902f62d8f,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 1 (PRE),abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,INTRA,4e7ce92d-5a8e-4d57-99b0-b8a529b2d9a3,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,INTRA,5bd96d87-9b6a-477e-b900-0668fc23dd80,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,INTRA,af90d126-2067-4c6a-94a9-41d36c09937e,5.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 2 (POST),244485cb-905c-4091-8731-44e60290d197,80.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 2 (POST),0cf76def-e4d7-415b-b7b5-5b29f2e8ba70,140.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 2 (POST),2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 2 (POST),1c374856-8681-442a-b970-8ed06be6fc77,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 3,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,20.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 3,70cb017c-0e8d-4722-9383-71ad4cea952c,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 4,46af5d70-6cb4-4c41-8d5b-d9ed4f71d64d,70.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 4,11c9b932-e72c-4ceb-b63c-1e57d260709c,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 5,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,MER,MEAL 5,ed8d992c-f21b-4178-a761-67e8873d6cb7,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,89166c44-b5e0-44b9-bc4f-16c3deec4099,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,5cf5a546-cfda-42d9-8cf5-a317e9ff8f70,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 1,abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 2,244485cb-905c-4091-8731-44e60290d197,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 2,435b2c61-ea51-4168-b33e-80c213a4acd8,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 2,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 2,11c9b932-e72c-4ceb-b63c-1e57d260709c,20.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 3,b4deac89-0f89-4119-86d8-55dd5fddb8c8,3.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 4,c9842cc2-8420-4069-8b29-81dded012bb7,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,GIO,MEAL 4,45d002be-60b2-461e-b6c1-039b4f391128,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,89166c44-b5e0-44b9-bc4f-16c3deec4099,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,5cf5a546-cfda-42d9-8cf5-a317e9ff8f70,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 1,abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 2,244485cb-905c-4091-8731-44e60290d197,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 2,435b2c61-ea51-4168-b33e-80c213a4acd8,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 2,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 2,11c9b932-e72c-4ceb-b63c-1e57d260709c,20.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 3,b4deac89-0f89-4119-86d8-55dd5fddb8c8,3.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 4,c9842cc2-8420-4069-8b29-81dded012bb7,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,VEN,MEAL 4,45d002be-60b2-461e-b6c1-039b4f391128,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),832f8783-ce8f-468d-a2cf-09ff1f1cbabd,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),d380fb00-a56c-4f59-965a-b22c8587c7b0,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),3dbb275b-2540-44a5-a4f3-415906d07f55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 1 (PRE),abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,INTRA,4e7ce92d-5a8e-4d57-99b0-b8a529b2d9a3,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,INTRA,5bd96d87-9b6a-477e-b900-0668fc23dd80,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,INTRA,af90d126-2067-4c6a-94a9-41d36c09937e,5.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 2 (POST),244485cb-905c-4091-8731-44e60290d197,80.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 2 (POST),435b2c61-ea51-4168-b33e-80c213a4acd8,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 2 (POST),2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 2 (POST),1c374856-8681-442a-b970-8ed06be6fc77,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 3,46002afb-4363-449d-b0ca-7a66b73f865a,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 4,46af5d70-6cb4-4c41-8d5b-d9ed4f71d64d,70.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 4,11c9b932-e72c-4ceb-b63c-1e57d260709c,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 5,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,SAB,MEAL 5,ed8d992c-f21b-4178-a761-67e8873d6cb7,2.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,832f8783-ce8f-468d-a2cf-09ff1f1cbabd,40.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,89166c44-b5e0-44b9-bc4f-16c3deec4099,60.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,563dd374-c2cb-4b71-b24a-4aab402fcacc,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,5cf5a546-cfda-42d9-8cf5-a317e9ff8f70,100.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,48299849-c7e0-4c57-b003-22324b590c55,30.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 1,abc42486-a4f7-48a2-8e84-6d8722bfffa7,10.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 2,244485cb-905c-4091-8731-44e60290d197,50.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 2,435b2c61-ea51-4168-b33e-80c213a4acd8,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 2,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 2,11c9b932-e72c-4ceb-b63c-1e57d260709c,20.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 3,b4deac89-0f89-4119-86d8-55dd5fddb8c8,3.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 3,9947a480-0113-449d-8b09-2a4e1e3e4565,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 4,c9842cc2-8420-4069-8b29-81dded012bb7,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 4,2592bbae-cb03-4c3a-942d-d843183eb3ee,200.0
3b8f612d-1dbf-4d3e-a7fd-473495c1ff17,DOM,MEAL 4,45d002be-60b2-461e-b6c1-039b4f391128,2.0
